pname,pmass,pradius
CoRoTID 223977153 b,47.67419999999999,6.389129999999999
HATS-44 b,177.98368,11.960002999999999
HATS-45 b,222.47959999999998,14.414774
PDS 70 c,635.656,22.86636
HATS-58 A b,327.36284,12.273855
CoRoT-27 b,3302.23292,11.287462999999999
HAT-P-49 b,699.2216,17.82231
HAT-P-41 b,378.21531999999996,22.97845
HD 149026 b,120.77463999999999,8.29466
Kepler-80 c,6.741131879999999,2.7349959999999998
Kepler-37 b,3.17828,0.29143399999999997
Kepler-48 d,7.9456999999999995,2.040038
Kepler-54 c,117.59635999999999,1.23299
Kepler-423 b,189.10765999999998,13.361127999999999
OGLE-TR-211 b,327.36284,15.244240000000001
SWEEPS-4 b,1207.7463999999998,9.07929
WASP-99 b,772.32204,11.43318
HATS-63 b,305.11487999999997,13.529263
Wendelstein-1 b,188.15417599999998,11.556479
WASP-172 b,149.37915999999998,17.59813
LHS 1140 c,1.8084413199999998,1.277826
HD 213885 b,8.82926184,1.748604
HATS-61 b,1080.6152,13.394755
HAT-P-4 b,213.262588,14.280266
HAT-P-23 b,425.88952,12.21781
CoRoT-10 b,874.0269999999999,10.872729999999999
HAT-P-46 b,156.689204,14.392356
Kepler-94 b,10.806151999999999,3.5084169999999997
Kepler-91 b,257.44068,15.322702999999999
Kepler-52 c,3308.5894799999996,1.838276
Kepler-58 c,696.0433199999999,2.858295
Kepler-413 b,67.061708,4.349092
WASP-73 b,908.9880799999999,15.91678
K2-292 b,24.50136052,2.634115
HD 15337 c,8.11097056,2.387517
KELT-19 A b,1293.55996,21.40919
WASP-168 b,133.48775999999998,16.813499999999998
K2-285 b,9.68104088,2.589279
GJ 3473 b,1.8592937999999999,1.266617
HD 80606 b,1392.0866399999998,11.99363
HR 8799 c,3178.2799999999997,13.4508
HAT-P-51 b,98.208852,14.493236999999999
Kepler-7 b,140.162148,18.180998
Kepler-10 b,4.608506,1.4795880000000001
Kepler-14 b,2669.7552,12.733423999999998
Kepler-52 b,2765.1035999999995,2.096083
Kepler-276 c,16.527055999999998,2.903131
K2-27 b,30.89923816,4.4836
WTS-2 b,355.96736,15.277866999999999
HD 106315 c,15.19853496,4.349092
HAT-P-67 b,108.06152,23.370765
HD 95338 b,42.43957284,3.8895229999999996
MASCARA-4 b,985.2668,17.14977
HATS-3 b,340.393788,15.479629
KOI-94 e,34.961079999999995,6.557264999999999
TRAPPIST-1 d,0.40999811999999997,0.773421
Kepler-49 c,228.83615999999998,2.544443
WASP-124 b,190.69679999999997,13.89916
TOI-561 f,3.00029632,2.3202629999999997
EPIC 248847494 b,4131.763999999999,12.44199
TOI-561 c,5.39989772,2.880713
HATS-18 b,629.1405259999999,14.896761
HD 89345 b,34.961079999999995,7.39794
K2-33 b,1175.9636,5.04405
LP 714-47 b,30.800711479999997,4.696571
TOI-942 c,794.5699999999999,5.795053
HAT-P-26 b,22.24796,7.0616699999999994
HD 17156 b,1115.5762799999998,12.3299
Kepler-100 b,7.3100439999999995,1.3226619999999998
Kepler-107 d,3.8012228799999996,0.863093
Kepler-87 b,324.18456,13.495636
Kepler-432 b,1719.44948,12.834305
K2-30 b,184.02241199999997,11.646150999999998
WASP-7 b,305.11487999999997,14.90797
K2-22 b,444.95919999999995,2.499607
CoRoT-30 b,921.7011999999999,11.309880999999999
HATS-7 b,38.139359999999996,6.310667
HATS-53 b,189.10765999999998,15.02006
HATS-30 b,224.38656799999998,13.170575
TOI-763 c,9.31871696,2.634115
HAT-P-18 b,62.612116,11.152955
HAT-P-19 b,92.80577599999998,12.688587999999998
CoRoT-22 b,12.077463999999999,4.875915
HATS-2 b,427.47865999999993,13.092111999999998
Kepler-28 c,432.24608,3.396327
Kepler-101 c,3.17828,1.255408
Kepler-114 d,3.813936,2.533234
Kepler-62 b,9.534839999999999,1.311453
KOI-55 b,0.44495919999999994,0.762212
WASP-24 b,394.10671999999994,15.468419999999998
WASP-96 b,152.55743999999999,13.4508
K2-290 c,245.99887199999998,11.276254
WASP-140 b,775.5003199999999,16.14096
HATS-50 b,123.95291999999999,12.66617
Qatar-8 b,117.914188,14.403564999999999
GJ 357 b,1.8402241199999998,1.221781
CoRoT-5 b,148.425676,15.558091999999998
Kepler-9 b,43.3994134,8.29466
TrES-2 b,473.56371999999993,15.244240000000001
Kepler-38 b,122.045952,4.304256
Kepler-36 c,7.128882039999999,3.676552
PH1 b,168.76666799999998,6.176159
Kepler-406 b,6.35656,1.434752
Kepler-289 c,133.48775999999998,11.590106
WASP-20 b,98.84450799999999,16.387558
HAT-P-66 b,248.859324,17.82231
K2-295 b,106.47238,10.054473
WASP-138 b,387.75015999999994,12.21781
WASP-162 b,1652.7056,11.209
L 168-9 b,4.59897116,1.389916
HATS-16 b,1039.29756,14.5717
TOI-421 b,7.17019968,2.6789509999999996
TOI-942 b,826.3528,4.808661
TYC 8998-760-1 c,1906.9679999999998,12.3299
HAT-P-32 b,216.12304,22.19382
CoRoT-4 b,228.83615999999998,13.338709999999999
HATS-5 b,75.32523599999999,10.222608
Kepler-31 c,1493.7916,5.301856999999999
Kepler-27 b,2895.41308,4.001613
Kepler-100 c,7.049425039999999,2.196964
Kepler-55 c,352.78908,2.208173
Kepler-60 d,4.16036852,1.995202
Kepler-406 c,2.8604519999999996,0.851884
Kepler-1514 b,1678.13184,12.419572
WASP-29 b,73.10043999999999,8.63093
WASP-65 b,492.6334,12.464408
K2-291 b,6.4900477599999995,1.5916779999999997
K2-261 b,70.875644,9.52765
Kepler-1658 b,1868.8286399999997,11.99363
WASP-181 b,95.03057199999999,13.271455999999999
WASP-170 b,508.52479999999997,12.285064
LTT 3780 c,8.600425679999999,2.2978449999999997
K2-132 b,155.73572,14.5717
KOI-3680 b,613.4080399999999,11.09691
Kepler-138 b,0.06674387999999999,0.5268229999999999
Kepler-106 c,10.488324,2.499607
Kepler-51 d,7.627872,9.695784999999999
Kepler-56 b,22.24796,6.512428999999999
Kepler-279 c,49.26333999999999,4.304256
Kepler-411 b,25.601045399999997,2.398726
HATS-8 b,43.860264,9.785457
WASP-52 b,146.20087999999998,14.23543
WASP-58 b,308.29315999999994,16.028869999999998
WASP-79 b,270.1538,18.71903
HATS-51 b,244.091904,15.804689999999999
HD 86226 c,7.249656679999999,2.163337
HAT-P-12 b,67.061708,10.749431
HAT-P-3 b,206.5882,10.53646
CoRoT-24 b,5.720903999999999,3.69897
HAT-P-35 b,335.626368,14.930388
Kepler-145 c,79.457,4.315465
Kepler-145 b,37.185876,2.6453239999999996
Kepler-102 b,4.3002128399999995,0.47077800000000003
KELT-6 b,165.27056,14.5717
Kepler-454 b,6.0546234,2.35389
Kepler-60 c,3.8488970799999995,1.9055300000000002
Kepler-338 e,8.581356,1.558051
WASP-25 b,139.84431999999998,11.99363
XO-1 b,263.79724,12.778259999999998
HD 21749 c,3.6995179199999995,0.89672
HATS-39 b,200.23164,17.59813
HIP 65 A b,1021.1813639999999,22.754269999999998
TOI-125 d,13.599860119999999,2.925549
HATS-57 b,1000.2047159999998,12.767051
CoRoT-2 b,1102.8631599999999,16.432394
HAT-P-54 b,241.54927999999998,10.581295999999998
Kepler-28 b,479.92028,3.598089
Kepler-20 d,10.068791039999999,2.746205
Kepler-16 b,105.836724,8.451585999999999
WASP-76 b,292.40175999999997,20.51247
WASP-22 b,212.94476,13.78707
WASP-14 b,2809.5995199999998,15.468419999999998
WASP-48 b,254.26239999999999,16.813499999999998
WASP-100 b,400.46328,14.90797
L 98-59 d,2.31060956,1.56926
WASP-166 b,32.100628,7.0616699999999994
CoRoT-11 b,740.53924,16.028869999999998
CoRoT-19 b,352.78908,14.45961
Kepler-80 d,6.750666719999999,1.524424
Kepler-5 b,670.9349080000001,15.984034
Kepler-39 b,6388.3428,13.89916
WASP-6 b,117.59635999999999,11.54527
TrES-1 b,266.97551999999996,12.66617
WASP-12 b,465.61802,21.711833
XO-3 b,2316.96612,15.804689999999999
TOI-954 b,55.30207199999999,9.550068
