pname,pmass,pradius,smass,steff
WASP-72 b,731.0043999999999,14.45961,2.78,6250.0
WASP-117 b,95.34839999999998,11.88154,1.29,6040.0
TOI-125 c,6.629892079999999,2.757414,0.86,5320.0
WASP-92 b,255.85154,16.376349,1.19,6280.0
WASP-177 b,161.45662399999998,17.71022,0.88,5017.0
CoRoT-21 b,718.2912799999999,14.5717,1.29,6200.0
TOI-421 c,16.41899448,5.088886,0.85,5325.0
KELT-12 b,301.93659999999994,19.95202,1.59,6279.0
Kepler-26 b,5.1202090799999995,2.779832,0.54,3914.0
KOI-94 b,10.488324,1.714977,1.28,6182.0
Kepler-105 c,4.59897116,1.311453,0.96,5827.0
KELT-3 b,616.5863199999999,17.48604,1.96,6304.0
K2-18 b,8.92143196,2.365099,0.36,3457.0
Kepler-11 e,7.9456999999999995,4.192166,0.96,5663.0
Kepler-41 b,177.98368,14.45961,1.15,5750.0
K2-24 b,18.999757839999997,5.402737999999999,1.07,5625.0
Kepler-408 b,4.99943444,0.8182569999999999,1.08,6104.0
KOI-1257 b,460.85059999999993,10.53646,0.99,5520.0
WASP-89 b,1875.1852,11.65736,0.92,5130.0
HD 136352 b,4.62121912,1.4795880000000001,0.91,5850.0
K2-111 b,5.2886579199999995,1.815858,0.84,5775.0
Kepler-1654 b,158.914,9.180171,1.01,5597.0
KELT-20 b,1074.894296,19.514869,1.76,8720.0
HAT-P-5 b,311.47144,13.56289,1.04,5960.0
HAT-P-6 b,419.53296,16.58932,1.79,6570.0
CoRoT-28 b,153.82875199999998,10.704595,1.01,5150.0
HAT-P-37 b,371.540932,13.204201999999999,0.93,5500.0
Kepler-25 c,15.223961199999998,5.212185,1.19,6270.0
Kepler-96 b,8.581356,2.6677419999999996,1.0,5690.0
Kepler-433 b,896.2749599999999,16.253049999999998,1.46,6360.0
WASP-2 b,295.897868,12.116928999999999,0.9,5180.0
WASP-64 b,403.95938799999993,14.246638999999998,1.0,5400.0
WASP-70 A b,187.51851999999997,13.047275999999998,1.11,5763.0
WASP-82 b,371.85875999999996,18.15858,1.48,6480.0
WASP-106 b,514.88136,11.43318,0.93,6055.0
WASP-163 b,594.33836,13.473218,0.97,5500.0
HD 221416 b,60.387319999999995,9.370724,1.21,5080.0
NGTS-10 b,687.1441359999999,13.506845,0.7,4600.0
WASP-121 b,375.990524,20.904785,1.35,6459.0
LTT 9779 b,29.319632999999996,4.718989,0.77,5443.0
K2-141 c,7.399035839999999,6.994416,0.71,4599.0
HAT-P-21 b,1547.82236,12.44199,1.24,5588.0
CoRoT-29 b,270.1538,10.0881,0.97,5260.0
Kepler-20 c,12.75125936,3.048848,0.95,5495.0
Kepler-22 b,35.914564,2.376308,0.97,5518.0
Kepler-30 d,23.201443999999995,8.799065,0.99,5498.0
HD 209458 b,232.01443999999998,15.580509999999999,1.23,6091.0
Kepler-98 b,3.4961079999999995,1.995202,0.99,5539.0
Kepler-101 b,50.85248,5.71659,1.17,5667.0
Kepler-100 d,3.00029632,1.6140959999999998,1.08,5825.0
TRAPPIST-1 b,0.84860076,1.087273,0.08,2559.0
OGLE-TR-113 b,400.46328,12.251437,0.78,4790.0
K2-60 b,135.394728,7.655747000000001,0.97,5500.0
HATS-41 b,3082.9315999999994,14.90797,1.5,6424.0
WASP-113 b,150.96829999999997,15.793481,1.32,5890.0
WASP-182 b,47.038543999999995,9.52765,1.08,5638.0
HATS-46 b,54.98424399999999,10.121727,0.92,5495.0
HATS-52 b,711.93472,15.490837999999998,1.11,6010.0
HD 332231 b,77.55003199999999,9.718202999999999,1.13,6089.0
K2-285 d,6.499582599999999,2.477189,0.83,4975.0
HAT-P-8 b,406.81984,15.692599999999999,1.27,6200.0
CoRoT-14 b,2415.4927999999995,12.21781,1.13,6035.0
HD 219134 f,7.30050916,1.311453,0.81,4699.0
Kepler-109 b,7.30050916,2.365099,1.04,5952.0
Kepler-113 c,8.698952359999998,2.174546,0.75,4725.0
Kepler-53 b,5851.213479999999,2.891922,0.98,5858.0
Kepler-57 b,5994.23608,2.185755,0.83,5145.0
Kepler-62 d,13.984431999999998,1.9503659999999998,0.69,4925.0
Kepler-409 b,22.000054159999998,1.188154,0.92,5460.0
Kepler-427 b,92.17011999999998,13.78707,0.96,5800.0
WASP-16 b,394.10671999999994,13.67498,1.78,5700.0
TOI-677 b,392.835408,13.114529999999998,1.18,6295.0
HATS-43 b,82.953108,13.226619999999999,0.84,5099.0
Qatar-6 b,212.309104,11.903958,0.82,5052.0
HATS-17 b,425.25386399999996,8.709393,1.13,5846.0
WASP-26 b,270.1538,13.56289,0.86,6034.0
WASP-44 b,276.51036,12.3299,0.94,5420.0
WASP-33 b,665.2140039999999,17.855937,1.5,7430.0
WASP-78 b,352.78908,21.63337,1.87,6100.0
XO-4 b,451.31575999999995,14.01125,1.1,6397.0
K2-260 b,451.31575999999995,17.396368,1.39,6367.0
KELT-17 b,416.35468,17.093725,1.64,7454.0
HATS-33 b,378.85097599999995,13.78707,1.06,5659.0
WASP-174 b,413.1764,14.5717,1.3,6400.0
WASP-192 b,731.0043999999999,13.78707,1.09,5910.0
K2-137 b,158.914,0.8855109999999999,0.46,3492.0
Kepler-177 c,14.699544999999999,8.731811,0.92,5732.0
CoRoT-7 b,4.07773324,1.68135,0.82,5275.0
HAT-P-38 b,84.86007599999999,9.247425,0.89,5330.0
Kepler-18 b,6.992215999999999,1.995202,0.97,5345.0
Kepler-97 b,3.4961079999999995,1.4795880000000001,0.94,5779.0
Kepler-79 c,6.0387319999999995,3.721388,1.17,6174.0
Kepler-44 b,317.828,12.21781,1.12,5800.0
XO-5 b,378.21531999999996,12.778259999999998,1.04,5430.0
Kepler-424 b,327.36284,9.97601,1.01,5460.0
WASP-5 b,502.16823999999997,12.184182999999999,0.96,5700.0
HATS-64 b,305.11487999999997,18.819911,1.56,6554.0
LTT 1445 A b,2.1993697599999997,1.378707,0.26,3337.0
Qatar-10 b,233.92140799999999,17.295486999999998,1.16,6124.0
NGTS-3 A b,756.4306399999999,16.58932,1.02,5600.0
WASP-167 b,2542.624,17.71022,1.59,7000.0
NGTS-6 b,425.5716919999999,14.863134,0.77,4730.0
WD 1856+534 b,4386.0264,10.401952,0.52,4710.0
CoRoT-1 b,327.36284,16.70141,0.95,5950.0
Kepler-36 b,3.8298273999999997,1.502006,1.03,5979.0
Kepler-40 b,699.2216,13.114529999999998,1.48,6510.0
Kepler-447 b,435.42436,18.49485,1.0,5493.0
WASP-8 b,807.2831199999999,12.66617,1.34,5600.0
WASP-11 b,251.08411999999998,12.44199,1.42,4800.0
WASP-57 b,204.681232,11.76945,0.89,5600.0
WASP-63 b,117.59635999999999,15.804689999999999,1.28,5550.0
WASP-61 b,851.77904,15.804689999999999,1.82,6250.0
WASP-67 b,136.66603999999998,12.890349999999998,0.91,5200.0
K2-329 b,82.63528,8.675766,0.9,5282.0
CoRoTID 223977153 b,47.67419999999999,6.389129999999999,1.08,5970.0
HATS-44 b,177.98368,11.960002999999999,0.86,5080.0
HATS-45 b,222.47959999999998,14.414774,1.27,6450.0
HATS-58 A b,327.36284,12.273855,1.46,7175.0
CoRoT-27 b,3302.23292,11.287462999999999,1.05,5900.0
HAT-P-49 b,699.2216,17.82231,2.22,6820.0
HAT-P-41 b,378.21531999999996,22.97845,2.56,6390.0
HD 149026 b,120.77463999999999,8.29466,1.42,6179.0
Kepler-80 c,6.741131879999999,2.7349959999999998,0.73,4540.0
Kepler-37 b,3.17828,0.29143399999999997,0.87,5417.0
Kepler-48 d,7.9456999999999995,2.040038,0.88,5194.0
Kepler-423 b,189.10765999999998,13.361127999999999,0.85,5560.0
OGLE-TR-211 b,327.36284,15.244240000000001,1.33,6325.0
WASP-99 b,772.32204,11.43318,1.21,6150.0
HATS-63 b,305.11487999999997,13.529263,0.93,5627.0
Wendelstein-1 b,188.15417599999998,11.556479,0.65,4251.0
WASP-172 b,149.37915999999998,17.59813,1.49,6900.0
LHS 1140 c,1.8084413199999998,1.277826,0.18,3216.0
HD 213885 b,8.82926184,1.748604,1.07,5978.0
HATS-61 b,1080.6152,13.394755,1.08,5542.0
HAT-P-23 b,425.88952,12.21781,0.58,5905.0
CoRoT-10 b,874.0269999999999,10.872729999999999,0.89,5075.0
HAT-P-46 b,156.689204,14.392356,1.28,6120.0
Kepler-94 b,10.806151999999999,3.5084169999999997,0.81,4781.0
Kepler-91 b,257.44068,15.322702999999999,1.31,4550.0
Kepler-413 b,67.061708,4.349092,0.82,4700.0
WASP-73 b,908.9880799999999,15.91678,2.52,6030.0
K2-292 b,24.50136052,2.634115,1.0,5725.0
HD 15337 c,8.11097056,2.387517,0.9,5125.0
KELT-19 A b,1293.55996,21.40919,1.62,7500.0
WASP-168 b,133.48775999999998,16.813499999999998,1.08,6000.0
K2-285 b,9.68104088,2.589279,0.83,4975.0
GJ 3473 b,1.8592937999999999,1.266617,0.36,3347.0
HD 80606 b,1392.0866399999998,11.99363,1.15,5561.0
HAT-P-51 b,98.208852,14.493236999999999,0.98,5449.0
Kepler-7 b,140.162148,18.180998,1.36,5933.0
Kepler-10 b,4.608506,1.4795880000000001,0.91,5708.0
Kepler-14 b,2669.7552,12.733423999999998,1.51,6395.0
K2-27 b,30.89923816,4.4836,0.87,5248.0
WTS-2 b,355.96736,15.277866999999999,0.82,5000.0
HD 106315 c,15.19853496,4.349092,1.09,6327.0
HAT-P-67 b,108.06152,23.370765,1.64,6406.0
HD 95338 b,42.43957284,3.8895229999999996,0.83,5212.0
MASCARA-4 b,985.2668,17.14977,1.75,7800.0
HATS-3 b,340.393788,15.479629,1.21,6351.0
KOI-94 e,34.961079999999995,6.557264999999999,1.28,6182.0
TRAPPIST-1 d,0.40999811999999997,0.773421,0.08,2559.0
WASP-124 b,190.69679999999997,13.89916,1.07,6050.0
TOI-561 f,3.00029632,2.3202629999999997,0.79,5455.0
EPIC 248847494 b,4131.763999999999,12.44199,0.9,4898.0
TOI-561 c,5.39989772,2.880713,0.79,5455.0
HATS-18 b,629.1405259999999,14.896761,1.04,5600.0
HD 89345 b,34.961079999999995,7.39794,1.16,5576.0
K2-33 b,1175.9636,5.04405,0.56,3540.0
LP 714-47 b,30.800711479999997,4.696571,0.59,3950.0
TOI-942 c,794.5699999999999,5.795053,0.79,4928.0
HAT-P-26 b,22.24796,7.0616699999999994,1.12,5079.0
HD 17156 b,1115.5762799999998,12.3299,1.41,6040.0
Kepler-100 b,7.3100439999999995,1.3226619999999998,1.08,5825.0
Kepler-107 d,3.8012228799999996,0.863093,1.24,5854.0
Kepler-87 b,324.18456,13.495636,1.1,5600.0
Kepler-432 b,1719.44948,12.834305,1.32,4995.0
K2-30 b,184.02241199999997,11.646150999999998,0.9,5425.0
WASP-7 b,305.11487999999997,14.90797,1.28,6400.0
K2-22 b,444.95919999999995,2.499607,0.6,3830.0
CoRoT-30 b,921.7011999999999,11.309880999999999,0.98,5650.0
HATS-7 b,38.139359999999996,6.310667,0.85,4985.0
HATS-53 b,189.10765999999998,15.02006,0.96,5644.0
HATS-30 b,224.38656799999998,13.170575,1.09,5943.0
TOI-763 c,9.31871696,2.634115,0.92,5450.0
HAT-P-18 b,62.612116,11.152955,0.77,4803.0
HAT-P-19 b,92.80577599999998,12.688587999999998,0.84,4990.0
CoRoT-22 b,12.077463999999999,4.875915,1.1,5939.0
HATS-2 b,427.47865999999993,13.092111999999998,0.88,5227.0
Kepler-28 c,432.24608,3.396327,0.75,4590.0
Kepler-101 c,3.17828,1.255408,1.17,5667.0
Kepler-62 b,9.534839999999999,1.311453,0.69,4925.0
KOI-55 b,0.44495919999999994,0.762212,0.5,27730.0
WASP-24 b,394.10671999999994,15.468419999999998,1.43,6075.0
WASP-96 b,152.55743999999999,13.4508,1.06,5540.0
K2-290 c,245.99887199999998,11.276254,1.19,6302.0
WASP-140 b,775.5003199999999,16.14096,0.9,5260.0
HATS-50 b,123.95291999999999,12.66617,1.17,5990.0
Qatar-8 b,117.914188,14.403564999999999,1.03,5738.0
GJ 357 b,1.8402241199999998,1.221781,0.34,3505.0
CoRoT-5 b,148.425676,15.558091999999998,1.0,6100.0
Kepler-9 b,43.3994134,8.29466,1.02,5774.0
TrES-2 b,473.56371999999993,15.244240000000001,1.36,5850.0
Kepler-38 b,122.045952,4.304256,0.94,5623.0
Kepler-36 c,7.128882039999999,3.676552,1.03,5979.0
PH1 b,168.76666799999998,6.176159,1.53,6407.0
Kepler-406 b,6.35656,1.434752,1.07,5538.0
Kepler-289 c,133.48775999999998,11.590106,1.08,5990.0
WASP-20 b,98.84450799999999,16.387558,1.2,5940.0
HAT-P-66 b,248.859324,17.82231,1.25,6002.0
K2-295 b,106.47238,10.054473,0.74,4444.0
WASP-138 b,387.75015999999994,12.21781,1.22,6272.0
WASP-162 b,1652.7056,11.209,0.95,5300.0
L 168-9 b,4.59897116,1.389916,0.62,3800.0
HATS-16 b,1039.29756,14.5717,0.97,5738.0
TOI-421 b,7.17019968,2.6789509999999996,0.85,5325.0
TOI-942 b,826.3528,4.808661,0.79,4928.0
HAT-P-32 b,216.12304,22.19382,1.13,6001.0
CoRoT-4 b,228.83615999999998,13.338709999999999,1.16,6190.0
HATS-5 b,75.32523599999999,10.222608,0.94,5304.0
Kepler-31 c,1493.7916,5.301856999999999,1.21,6340.0
Kepler-27 b,2895.41308,4.001613,0.65,5400.0
Kepler-100 c,7.049425039999999,2.196964,1.08,5825.0
Kepler-60 d,4.16036852,1.995202,1.04,5905.0
Kepler-406 c,2.8604519999999996,0.851884,1.07,5538.0
Kepler-1514 b,1678.13184,12.419572,1.2,6145.0
WASP-29 b,73.10043999999999,8.63093,0.77,4800.0
WASP-65 b,492.6334,12.464408,0.93,5600.0
K2-291 b,6.4900477599999995,1.5916779999999997,0.93,5520.0
K2-261 b,70.875644,9.52765,1.1,5537.0
Kepler-1658 b,1868.8286399999997,11.99363,1.45,6216.0
WASP-181 b,95.03057199999999,13.271455999999999,1.04,5839.0
WASP-170 b,508.52479999999997,12.285064,0.93,5600.0
LTT 3780 c,8.600425679999999,2.2978449999999997,0.4,3331.0
K2-132 b,155.73572,14.5717,1.08,4840.0
KOI-3680 b,613.4080399999999,11.09691,1.01,5830.0
Kepler-138 b,0.06674387999999999,0.5268229999999999,0.52,3841.0
Kepler-106 c,10.488324,2.499607,1.0,5858.0
Kepler-51 d,7.627872,9.695784999999999,1.04,6018.0
Kepler-56 b,22.24796,6.512428999999999,1.32,4840.0
HATS-8 b,43.860264,9.785457,1.06,5679.0
WASP-52 b,146.20087999999998,14.23543,0.87,5000.0
WASP-58 b,308.29315999999994,16.028869999999998,1.06,5800.0
WASP-79 b,270.1538,18.71903,1.43,6600.0
HATS-51 b,244.091904,15.804689999999999,1.19,5758.0
HD 86226 c,7.249656679999999,2.163337,1.02,5863.0
HAT-P-12 b,67.061708,10.749431,0.73,4650.0
HAT-P-3 b,206.5882,10.53646,1.06,5185.0
CoRoT-24 b,5.720903999999999,3.69897,0.91,4950.0
HAT-P-35 b,335.626368,14.930388,1.24,6096.0
Kepler-145 c,79.457,4.315465,1.28,6022.0
Kepler-145 b,37.185876,2.6453239999999996,1.28,6022.0
Kepler-102 b,4.3002128399999995,0.47077800000000003,0.81,4909.0
KELT-6 b,165.27056,14.5717,1.42,6102.0
Kepler-454 b,6.0546234,2.35389,0.85,5701.0
Kepler-60 c,3.8488970799999995,1.9055300000000002,1.04,5905.0
WASP-25 b,139.84431999999998,11.99363,0.67,5750.0
XO-1 b,263.79724,12.778259999999998,0.88,5750.0
HD 21749 c,3.6995179199999995,0.89672,0.73,4640.0
HATS-39 b,200.23164,17.59813,1.38,6572.0
HIP 65 A b,1021.1813639999999,22.754269999999998,0.78,4590.0
TOI-125 d,13.599860119999999,2.925549,0.86,5320.0
HATS-57 b,1000.2047159999998,12.767051,1.03,5587.0
CoRoT-2 b,1102.8631599999999,16.432394,0.96,5625.0
HAT-P-54 b,241.54927999999998,10.581295999999998,0.65,4390.0
Kepler-28 b,479.92028,3.598089,0.75,4590.0
Kepler-20 d,10.068791039999999,2.746205,0.95,5495.0
Kepler-16 b,105.836724,8.451585999999999,0.69,4450.0
WASP-76 b,292.40175999999997,20.51247,1.46,6250.0
WASP-22 b,212.94476,13.78707,1.46,6000.0
WASP-14 b,2809.5995199999998,15.468419999999998,1.62,6475.0
WASP-48 b,254.26239999999999,16.813499999999998,0.88,5920.0
WASP-100 b,400.46328,14.90797,0.77,6900.0
L 98-59 d,2.31060956,1.56926,0.31,3412.0
WASP-166 b,32.100628,7.0616699999999994,1.19,6050.0
CoRoT-11 b,740.53924,16.028869999999998,1.27,6440.0
CoRoT-19 b,352.78908,14.45961,1.21,6090.0
Kepler-80 d,6.750666719999999,1.524424,0.73,4540.0
Kepler-5 b,670.9349080000001,15.984034,1.37,6297.0
Kepler-39 b,6388.3428,13.89916,1.29,6350.0
WASP-6 b,117.59635999999999,11.54527,0.55,5450.0
TrES-1 b,266.97551999999996,12.66617,1.04,5230.0
WASP-12 b,465.61802,21.711833,1.43,6360.0
XO-3 b,2316.96612,15.804689999999999,0.58,6429.0
TOI-954 b,55.30207199999999,9.550068,1.2,5710.0
